ticket_id,created_at,channel,customer_id,language,subject,body,product,priority
T002200,2025-12-09T19:28:00,webform,CU01096,ar,Request,Promo code not working.,shampoo,high
T002201,2025-11-03T21:36:00,whatsapp,CU01130,ar,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,high
T002202,2025-12-14T19:57:00,whatsapp,CU00861,ar,Order problem,How to use this product and is it safe for sensitive skin?,foundation,high
T002203,2025-12-15T13:26:00,whatsapp,CU01081,en,Request,Promo code not working.,perfume,normal
T002204,2025-11-02T10:33:00,call_center,CU01013,en,Need help,I want to refund my last order.,perfume,normal
T002205,2025-11-20T17:03:00,webform,CU00184,en,Question,"I received damaged product, what can I do?",lipstick,low
T002206,2025-12-18T05:43:00,webform,CU00308,en,Need help,"I received damaged product, what can I do?",serum,high
T002207,2025-11-01T09:01:00,email,CU00836,en,Complaint,How to use this product and is it safe for sensitive skin?,serum,high
T002208,2025-11-07T08:11:00,call_center,CU00878,ar,Complaint,Promo code not working.,foundation,low
T002209,2025-12-17T10:30:00,email,CU01134,ar,Complaint,How to use this product and is it safe for sensitive skin?,perfume,high
T002210,2025-12-30T09:16:00,whatsapp,CU01121,en,Question,"I received damaged product, what can I do?",gift_box,high
T002211,2025-11-24T18:17:00,webform,CU00157,en,Complaint,How to use this product and is it safe for sensitive skin?,gift_box,normal
T002212,2025-11-26T09:29:00,whatsapp,CU00634,ar,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,normal
T002213,2025-12-16T03:09:00,whatsapp,CU00420,ar,Question,"I received damaged product, what can I do?",shampoo,high
T002214,2025-12-03T10:12:00,email,CU00590,en,Complaint,I want to refund my last order.,perfume,normal
T002215,2025-12-05T17:50:00,webform,CU01047,en,Request,How to use this product and is it safe for sensitive skin?,perfume,high
T002216,2025-12-28T12:49:00,call_center,CU00038,en,Question,I want to refund my last order.,foundation,high
T002217,2025-11-25T09:24:00,whatsapp,CU01119,en,Order problem,How to use this product and is it safe for sensitive skin?,serum,high
T002218,2025-12-13T01:05:00,webform,CU00209,ar,Question,Promo code not working.,foundation,high
T002219,2025-12-13T07:10:00,email,CU00782,ar,Need help,How to use this product and is it safe for sensitive skin?,perfume,high
T002220,2025-11-15T10:01:00,call_center,CU00645,en,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,normal
T002221,2025-11-29T21:47:00,email,CU00660,ar,Request,Order delayed and I need update.,lipstick,normal
T002222,2025-11-28T20:42:00,email,CU00160,ar,Request,Promo code not working.,serum,normal
T002223,2025-12-18T11:56:00,call_center,CU00784,en,Question,Promo code not working.,gift_box,high
T002224,2025-11-24T03:44:00,call_center,CU00667,ar,Need help,I want to refund my last order.,perfume,low
T002225,2025-12-06T16:20:00,webform,CU01011,en,Order problem,I want to refund my last order.,shampoo,high
T002226,2025-11-04T20:36:00,email,CU00554,en,Need help,How to use this product and is it safe for sensitive skin?,perfume,normal
T002227,2025-12-28T09:10:00,whatsapp,CU00007,en,Complaint,"I received damaged product, what can I do?",serum,high
T002228,2025-11-10T14:26:00,call_center,CU00969,ar,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,normal
T002229,2025-11-16T02:06:00,call_center,CU00390,en,Need help,Order delayed and I need update.,serum,low
T002230,2025-11-12T13:09:00,email,CU00778,en,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,high
T002231,2025-11-27T14:40:00,email,CU00381,en,Order problem,Order delayed and I need update.,gift_box,high
T002232,2025-12-18T03:46:00,email,CU00401,ar,Complaint,How to use this product and is it safe for sensitive skin?,shampoo,low
T002233,2025-12-05T18:48:00,call_center,CU01175,en,Request,I want to refund my last order.,shampoo,normal
T002234,2025-11-14T16:46:00,call_center,CU00540,ar,Question,How to use this product and is it safe for sensitive skin?,perfume,high
T002235,2025-11-06T14:58:00,whatsapp,CU01156,ar,Question,I want to refund my last order.,lipstick,low
T002236,2025-11-04T01:53:00,whatsapp,CU00312,ar,Complaint,"I received damaged product, what can I do?",perfume,low
T002237,2025-11-11T08:30:00,call_center,CU00129,ar,Question,"I received damaged product, what can I do?",lipstick,normal
T002238,2025-12-22T07:10:00,call_center,CU00133,ar,Complaint,Promo code not working.,lipstick,low
T002239,2025-11-18T02:54:00,email,CU00384,en,Question,How to use this product and is it safe for sensitive skin?,shampoo,high
T002240,2025-11-11T18:53:00,whatsapp,CU00769,en,Need help,Promo code not working.,lipstick,high
T002241,2025-11-17T11:40:00,webform,CU00710,ar,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,low
T002242,2025-11-10T06:15:00,email,CU00634,en,Need help,"I received damaged product, what can I do?",foundation,low
T002243,2025-11-27T09:03:00,webform,CU00964,ar,Question,Order delayed and I need update.,lipstick,normal
T002244,2025-11-20T03:23:00,call_center,CU01163,en,Request,Promo code not working.,perfume,low
T002245,2025-11-09T13:43:00,call_center,CU00422,en,Request,Promo code not working.,perfume,high
T002246,2025-11-24T13:10:00,webform,CU00838,ar,Need help,"I received damaged product, what can I do?",shampoo,high
T002247,2025-12-02T23:11:00,whatsapp,CU00402,en,Order problem,"I received damaged product, what can I do?",gift_box,normal
T002248,2025-11-02T21:11:00,email,CU00425,en,Complaint,Order delayed and I need update.,foundation,low
T002249,2025-12-12T05:01:00,email,CU00435,en,Need help,Promo code not working.,gift_box,normal
T002250,2025-12-30T14:38:00,email,CU00688,en,Request,"I received damaged product, what can I do?",serum,high
T002251,2025-12-18T06:08:00,email,CU00201,en,Complaint,"I received damaged product, what can I do?",serum,normal
T002252,2025-11-28T15:49:00,whatsapp,CU01157,ar,Order problem,Order delayed and I need update.,serum,low
T002253,2025-12-10T22:25:00,webform,CU00500,en,Order problem,Order delayed and I need update.,shampoo,low
T002254,2025-12-08T15:16:00,email,CU00138,en,Need help,I want to refund my last order.,shampoo,high
T002255,2025-11-03T05:05:00,email,CU00555,en,Complaint,How to use this product and is it safe for sensitive skin?,serum,high
T002256,2025-11-23T14:05:00,email,CU00608,ar,Question,I want to refund my last order.,gift_box,low
T002257,2025-12-12T13:13:00,whatsapp,CU00226,ar,Question,Order delayed and I need update.,perfume,normal
T002258,2025-12-23T19:22:00,whatsapp,CU01037,ar,Order problem,"I received damaged product, what can I do?",lipstick,high
T002259,2025-11-25T07:13:00,whatsapp,CU00302,en,Complaint,Order delayed and I need update.,shampoo,low
T002260,2025-11-06T20:50:00,call_center,CU00125,en,Order problem,Promo code not working.,perfume,high
T002261,2025-11-09T19:23:00,webform,CU00858,en,Question,"I received damaged product, what can I do?",shampoo,normal
T002262,2025-11-20T05:28:00,webform,CU01066,en,Order problem,I want to refund my last order.,lipstick,normal
T002263,2025-11-07T06:29:00,whatsapp,CU01045,en,Question,I want to refund my last order.,serum,normal
T002264,2025-12-21T13:57:00,webform,CU00557,ar,Order problem,I want to refund my last order.,lipstick,normal
T002265,2025-11-11T10:59:00,whatsapp,CU00095,en,Request,"I received damaged product, what can I do?",lipstick,high
T002266,2025-11-20T02:54:00,webform,CU01036,en,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,high
T002267,2025-12-05T17:23:00,call_center,CU00265,ar,Request,How to use this product and is it safe for sensitive skin?,gift_box,high
T002268,2025-12-13T07:38:00,email,CU00570,en,Question,How to use this product and is it safe for sensitive skin?,perfume,high
T002269,2025-12-24T14:33:00,whatsapp,CU00133,en,Complaint,Order delayed and I need update.,lipstick,low
T002270,2025-12-10T21:17:00,whatsapp,CU00025,ar,Complaint,Order delayed and I need update.,perfume,low
T002271,2025-12-15T11:26:00,webform,CU00314,ar,Need help,Promo code not working.,foundation,low
T002272,2025-12-02T14:27:00,call_center,CU01060,en,Question,"I received damaged product, what can I do?",lipstick,low
T002273,2025-11-18T06:13:00,call_center,CU00325,en,Question,Promo code not working.,serum,high
T002274,2025-11-13T06:07:00,webform,CU00715,ar,Request,Order delayed and I need update.,serum,normal
T002275,2025-11-14T08:27:00,webform,CU00114,ar,Need help,"I received damaged product, what can I do?",foundation,normal
T002276,2025-11-23T13:35:00,whatsapp,CU01067,en,Complaint,I want to refund my last order.,foundation,normal
T002277,2025-12-26T00:54:00,whatsapp,CU00012,en,Complaint,"I received damaged product, what can I do?",foundation,high
T002278,2025-11-25T04:48:00,call_center,CU00172,en,Question,Order delayed and I need update.,foundation,low
T002279,2025-12-07T12:55:00,whatsapp,CU01157,ar,Order problem,I want to refund my last order.,gift_box,high
T002280,2025-12-30T04:34:00,email,CU00156,ar,Request,I want to refund my last order.,shampoo,high
T002281,2025-11-21T16:15:00,webform,CU00044,en,Order problem,"I received damaged product, what can I do?",lipstick,normal
T002282,2025-11-25T20:41:00,whatsapp,CU00894,en,Order problem,How to use this product and is it safe for sensitive skin?,perfume,high
T002283,2025-11-12T11:01:00,webform,CU01066,ar,Question,Order delayed and I need update.,perfume,low
T002284,2025-12-01T15:07:00,email,CU00632,ar,Order problem,Order delayed and I need update.,foundation,high
T002285,2025-12-29T13:37:00,call_center,CU00558,ar,Need help,How to use this product and is it safe for sensitive skin?,gift_box,normal
T002286,2025-11-03T22:22:00,email,CU00049,en,Need help,Promo code not working.,serum,low
T002287,2025-12-22T21:28:00,whatsapp,CU00637,en,Request,Promo code not working.,lipstick,normal
T002288,2025-12-27T02:43:00,webform,CU00336,en,Need help,Order delayed and I need update.,shampoo,normal
T002289,2025-12-16T13:21:00,webform,CU01124,en,Need help,How to use this product and is it safe for sensitive skin?,serum,low
T002290,2025-11-17T16:15:00,email,CU00747,ar,Question,How to use this product and is it safe for sensitive skin?,perfume,normal
T002291,2025-11-19T06:28:00,webform,CU00380,en,Request,I want to refund my last order.,gift_box,low
T002292,2025-12-04T04:20:00,webform,CU00803,ar,Order problem,Promo code not working.,perfume,normal
T002293,2025-11-28T18:48:00,whatsapp,CU00296,en,Request,Promo code not working.,lipstick,high
T002294,2025-12-24T21:25:00,call_center,CU01089,ar,Complaint,I want to refund my last order.,lipstick,normal
T002295,2025-12-23T09:24:00,call_center,CU00631,en,Need help,"I received damaged product, what can I do?",shampoo,normal
T002296,2025-11-08T21:00:00,call_center,CU00323,en,Need help,Promo code not working.,foundation,normal
T002297,2025-12-14T05:50:00,email,CU00513,ar,Complaint,I want to refund my last order.,shampoo,high
T002298,2025-11-19T23:33:00,whatsapp,CU00451,ar,Question,How to use this product and is it safe for sensitive skin?,perfume,high
T002299,2025-11-09T00:49:00,webform,CU00207,en,Request,"I received damaged product, what can I do?",perfume,low
T002300,2025-11-17T12:35:00,email,CU01058,en,Request,Order delayed and I need update.,shampoo,normal
T002301,2025-12-26T22:53:00,whatsapp,CU00871,ar,Complaint,How to use this product and is it safe for sensitive skin?,serum,normal
T002302,2025-11-17T23:56:00,webform,CU01122,en,Complaint,"I received damaged product, what can I do?",foundation,low
T002303,2025-11-14T04:19:00,webform,CU00350,ar,Order problem,I want to refund my last order.,foundation,low
T002304,2025-11-30T18:12:00,call_center,CU00381,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,normal
T002305,2025-11-22T10:17:00,webform,CU00638,ar,Request,"I received damaged product, what can I do?",foundation,low
T002306,2025-12-23T12:04:00,whatsapp,CU00492,en,Complaint,Order delayed and I need update.,lipstick,normal
T002307,2025-12-30T15:34:00,whatsapp,CU00422,en,Question,How to use this product and is it safe for sensitive skin?,gift_box,low
T002308,2025-11-18T19:28:00,webform,CU00106,ar,Order problem,How to use this product and is it safe for sensitive skin?,foundation,high
T002309,2025-12-15T08:36:00,webform,CU00338,ar,Order problem,Promo code not working.,foundation,low
T002310,2025-11-21T00:48:00,webform,CU01186,ar,Question,"I received damaged product, what can I do?",perfume,high
T002311,2025-12-23T22:09:00,email,CU00917,en,Question,"I received damaged product, what can I do?",foundation,high
T002312,2025-11-10T10:54:00,whatsapp,CU01147,ar,Complaint,Promo code not working.,perfume,low
T002313,2025-11-16T08:47:00,call_center,CU00284,en,Complaint,I want to refund my last order.,lipstick,normal
T002314,2025-11-11T20:18:00,call_center,CU00271,en,Request,I want to refund my last order.,shampoo,normal
T002315,2025-12-15T23:35:00,email,CU00224,en,Need help,Promo code not working.,serum,high
T002316,2025-12-01T16:57:00,email,CU00723,ar,Complaint,How to use this product and is it safe for sensitive skin?,shampoo,normal
T002317,2025-11-27T10:49:00,whatsapp,CU00773,ar,Order problem,Order delayed and I need update.,perfume,normal
T002318,2025-12-10T05:03:00,email,CU00811,en,Order problem,I want to refund my last order.,perfume,high
T002319,2025-11-23T09:47:00,call_center,CU01008,ar,Order problem,Order delayed and I need update.,foundation,normal
T002320,2025-11-21T12:49:00,whatsapp,CU00972,ar,Question,"I received damaged product, what can I do?",gift_box,low
T002321,2025-12-25T19:01:00,call_center,CU00304,ar,Order problem,"I received damaged product, what can I do?",perfume,high
T002322,2025-12-12T18:15:00,email,CU00738,en,Question,I want to refund my last order.,lipstick,high
T002323,2025-11-22T18:36:00,whatsapp,CU01002,ar,Request,How to use this product and is it safe for sensitive skin?,perfume,low
T002324,2025-11-05T14:43:00,whatsapp,CU00505,ar,Request,"I received damaged product, what can I do?",gift_box,high
T002325,2025-11-09T10:38:00,call_center,CU00481,en,Request,Order delayed and I need update.,shampoo,low
T002326,2025-11-10T19:04:00,webform,CU00466,ar,Request,How to use this product and is it safe for sensitive skin?,foundation,normal
T002327,2025-12-26T17:44:00,webform,CU00127,ar,Order problem,I want to refund my last order.,lipstick,normal
T002328,2025-11-07T08:13:00,call_center,CU00013,en,Complaint,"I received damaged product, what can I do?",lipstick,low
T002329,2025-12-19T00:30:00,email,CU00062,en,Request,I want to refund my last order.,serum,low
T002330,2025-11-30T20:19:00,whatsapp,CU00197,en,Complaint,How to use this product and is it safe for sensitive skin?,lipstick,normal
T002331,2025-11-09T13:58:00,webform,CU00538,en,Request,How to use this product and is it safe for sensitive skin?,gift_box,normal
T002332,2025-11-14T08:42:00,email,CU00923,ar,Question,How to use this product and is it safe for sensitive skin?,foundation,normal
T002333,2025-11-25T02:44:00,webform,CU00476,en,Order problem,Promo code not working.,serum,normal
T002334,2025-12-20T00:01:00,email,CU00122,ar,Request,Promo code not working.,foundation,normal
T002335,2025-12-12T14:05:00,whatsapp,CU00479,en,Complaint,Order delayed and I need update.,serum,normal
T002336,2025-12-21T07:31:00,webform,CU00896,en,Need help,How to use this product and is it safe for sensitive skin?,serum,low
T002337,2025-12-28T03:35:00,call_center,CU01146,en,Question,How to use this product and is it safe for sensitive skin?,serum,high
T002338,2025-12-07T02:47:00,webform,CU01054,ar,Complaint,"I received damaged product, what can I do?",gift_box,normal
T002339,2025-11-24T20:02:00,whatsapp,CU00302,ar,Request,Order delayed and I need update.,gift_box,low
T002340,2025-11-18T16:16:00,email,CU00291,ar,Request,Order delayed and I need update.,foundation,high
T002341,2025-12-21T16:33:00,webform,CU00618,en,Complaint,I want to refund my last order.,foundation,low
T002342,2025-12-15T23:04:00,call_center,CU00184,en,Request,How to use this product and is it safe for sensitive skin?,gift_box,high
T002343,2025-12-09T10:42:00,webform,CU00884,ar,Request,"I received damaged product, what can I do?",serum,normal
T002344,2025-12-17T17:25:00,email,CU00645,en,Complaint,I want to refund my last order.,foundation,low
T002345,2025-12-01T11:59:00,call_center,CU00415,ar,Complaint,Promo code not working.,perfume,low
T002346,2025-12-21T03:42:00,call_center,CU00610,ar,Order problem,How to use this product and is it safe for sensitive skin?,perfume,normal
T002347,2025-12-25T13:04:00,whatsapp,CU00648,en,Need help,Order delayed and I need update.,shampoo,high
T002348,2025-11-14T07:50:00,email,CU00779,en,Complaint,How to use this product and is it safe for sensitive skin?,perfume,high
T002349,2025-12-22T13:42:00,call_center,CU00925,en,Complaint,How to use this product and is it safe for sensitive skin?,serum,normal
T002350,2025-11-21T11:17:00,webform,CU00284,en,Order problem,Promo code not working.,shampoo,low
T002351,2025-12-22T07:20:00,email,CU00312,en,Request,"I received damaged product, what can I do?",foundation,normal
T002352,2025-12-05T05:06:00,whatsapp,CU00304,ar,Need help,"I received damaged product, what can I do?",shampoo,high
T002353,2025-12-09T13:03:00,whatsapp,CU00915,ar,Question,"I received damaged product, what can I do?",gift_box,high
T002354,2025-12-07T16:19:00,webform,CU00980,en,Complaint,I want to refund my last order.,serum,low
T002355,2025-11-07T23:31:00,email,CU01069,en,Need help,"I received damaged product, what can I do?",serum,high
T002356,2025-12-15T10:29:00,whatsapp,CU00656,ar,Question,I want to refund my last order.,lipstick,high
T002357,2025-12-01T02:15:00,email,CU00689,ar,Need help,Promo code not working.,perfume,high
T002358,2025-11-28T12:17:00,call_center,CU00752,en,Order problem,How to use this product and is it safe for sensitive skin?,perfume,normal
T002359,2025-11-16T12:57:00,webform,CU00746,en,Question,I want to refund my last order.,shampoo,high
T002360,2025-11-04T10:15:00,call_center,CU00211,ar,Question,Promo code not working.,gift_box,low
T002361,2025-11-01T05:43:00,call_center,CU00929,en,Need help,I want to refund my last order.,shampoo,normal
T002362,2025-11-13T06:04:00,webform,CU00579,ar,Complaint,Promo code not working.,perfume,normal
T002363,2025-12-13T16:32:00,whatsapp,CU01170,en,Question,"I received damaged product, what can I do?",serum,low
T002364,2025-12-03T00:00:00,call_center,CU00824,ar,Complaint,"I received damaged product, what can I do?",foundation,low
T002365,2025-12-05T13:13:00,webform,CU00177,ar,Order problem,Promo code not working.,gift_box,normal
T002366,2025-11-18T13:03:00,call_center,CU00606,ar,Order problem,Order delayed and I need update.,serum,normal
T002367,2025-12-08T00:35:00,call_center,CU00857,ar,Question,Promo code not working.,foundation,high
T002368,2025-12-28T08:01:00,call_center,CU00701,en,Complaint,I want to refund my last order.,gift_box,low
T002369,2025-12-12T12:20:00,webform,CU00264,en,Order problem,Promo code not working.,gift_box,high
T002370,2025-11-02T19:49:00,whatsapp,CU00346,en,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,high
T002371,2025-12-09T21:12:00,call_center,CU00010,ar,Need help,Order delayed and I need update.,shampoo,low
T002372,2025-11-04T02:30:00,webform,CU00010,ar,Need help,Promo code not working.,lipstick,low
T002373,2025-11-23T06:08:00,webform,CU00814,ar,Question,Order delayed and I need update.,serum,high
T002374,2025-11-28T13:51:00,call_center,CU00891,ar,Need help,Order delayed and I need update.,shampoo,high
T002375,2025-12-28T01:02:00,webform,CU01166,ar,Question,Promo code not working.,lipstick,high
T002376,2025-11-22T21:04:00,webform,CU00798,ar,Request,Promo code not working.,foundation,high
T002377,2025-11-04T05:04:00,webform,CU00368,ar,Need help,"I received damaged product, what can I do?",lipstick,high
T002378,2025-12-15T15:57:00,call_center,CU00792,en,Request,Promo code not working.,lipstick,high
T002379,2025-11-13T04:04:00,call_center,CU01148,en,Need help,Promo code not working.,serum,high
T002380,2025-12-19T12:26:00,call_center,CU01040,ar,Need help,"I received damaged product, what can I do?",gift_box,normal
T002381,2025-12-09T13:46:00,call_center,CU00350,en,Question,"I received damaged product, what can I do?",shampoo,high
T002382,2025-11-02T07:28:00,whatsapp,CU01092,ar,Request,How to use this product and is it safe for sensitive skin?,shampoo,low
T002383,2025-11-25T12:05:00,email,CU00511,en,Need help,Promo code not working.,gift_box,low
T002384,2025-11-25T10:53:00,call_center,CU00763,en,Complaint,I want to refund my last order.,lipstick,high
T002385,2025-11-27T04:41:00,whatsapp,CU01013,en,Complaint,Order delayed and I need update.,lipstick,normal
T002386,2025-12-20T09:18:00,webform,CU00857,en,Need help,"I received damaged product, what can I do?",serum,normal
T002387,2025-12-04T03:43:00,call_center,CU00089,en,Need help,Promo code not working.,foundation,high
T002388,2025-11-23T22:12:00,call_center,CU00354,en,Need help,I want to refund my last order.,serum,high
T002389,2025-12-07T19:09:00,call_center,CU00219,en,Request,Order delayed and I need update.,foundation,normal
T002390,2025-12-24T17:37:00,call_center,CU00598,ar,Question,Promo code not working.,lipstick,normal
T002391,2025-12-09T03:39:00,webform,CU00787,en,Request,I want to refund my last order.,lipstick,high
T002392,2025-11-13T16:11:00,webform,CU00563,en,Complaint,Order delayed and I need update.,shampoo,normal
T002393,2025-12-08T08:59:00,email,CU00932,en,Question,I want to refund my last order.,lipstick,high
T002394,2025-12-20T18:45:00,whatsapp,CU01171,en,Need help,"I received damaged product, what can I do?",perfume,high
T002395,2025-12-20T08:41:00,webform,CU00944,en,Question,Promo code not working.,serum,high
T002396,2025-11-03T15:07:00,whatsapp,CU00605,ar,Question,I want to refund my last order.,gift_box,low
T002397,2025-11-25T19:29:00,call_center,CU01151,en,Complaint,I want to refund my last order.,serum,high
T002398,2025-11-08T07:00:00,whatsapp,CU00256,ar,Order problem,Promo code not working.,lipstick,normal
T002399,2025-11-25T08:29:00,webform,CU00699,en,Need help,Order delayed and I need update.,gift_box,low
T002400,2025-11-19T11:20:00,call_center,CU00374,en,Request,Promo code not working.,gift_box,normal
T002401,2025-12-21T23:26:00,webform,CU01129,en,Request,I want to refund my last order.,foundation,normal
T002402,2025-11-18T20:07:00,webform,CU00240,ar,Question,How to use this product and is it safe for sensitive skin?,serum,low
T002403,2025-11-01T22:27:00,call_center,CU00954,ar,Complaint,Order delayed and I need update.,perfume,low
T002404,2025-12-23T07:03:00,webform,CU00493,ar,Request,I want to refund my last order.,perfume,high
T002405,2025-12-18T10:48:00,email,CU00465,en,Complaint,How to use this product and is it safe for sensitive skin?,serum,high
T002406,2025-11-22T11:39:00,call_center,CU01014,ar,Question,Order delayed and I need update.,gift_box,low
T002407,2025-11-28T13:06:00,whatsapp,CU00829,en,Need help,"I received damaged product, what can I do?",perfume,high
T002408,2025-12-30T13:15:00,webform,CU00099,ar,Question,Promo code not working.,serum,low
T002409,2025-11-23T10:54:00,email,CU00219,ar,Complaint,Order delayed and I need update.,serum,high
T002410,2025-11-16T03:33:00,email,CU00562,en,Complaint,Order delayed and I need update.,serum,low
T002411,2025-11-09T11:47:00,call_center,CU00743,en,Complaint,I want to refund my last order.,shampoo,normal
T002412,2025-11-04T09:35:00,call_center,CU00550,en,Complaint,How to use this product and is it safe for sensitive skin?,gift_box,high
T002413,2025-12-24T15:49:00,call_center,CU01149,ar,Request,Order delayed and I need update.,lipstick,high
T002414,2025-11-11T02:09:00,call_center,CU00230,ar,Order problem,Promo code not working.,gift_box,low
T002415,2025-12-12T15:35:00,whatsapp,CU00558,en,Question,Order delayed and I need update.,perfume,normal
T002416,2025-12-01T03:09:00,whatsapp,CU00259,en,Order problem,Order delayed and I need update.,gift_box,normal
T002417,2025-11-30T08:35:00,whatsapp,CU00987,en,Question,I want to refund my last order.,perfume,normal
T002418,2025-11-24T03:37:00,webform,CU00273,ar,Need help,Order delayed and I need update.,perfume,normal
T002419,2025-12-09T12:55:00,webform,CU01087,ar,Question,How to use this product and is it safe for sensitive skin?,serum,normal
T002420,2025-11-16T23:33:00,webform,CU00776,en,Complaint,I want to refund my last order.,serum,low
T002421,2025-11-20T03:55:00,call_center,CU00760,en,Order problem,"I received damaged product, what can I do?",lipstick,low
T002422,2025-11-09T15:09:00,whatsapp,CU00868,en,Need help,"I received damaged product, what can I do?",shampoo,low
T002423,2025-12-30T05:28:00,email,CU00194,en,Question,I want to refund my last order.,serum,high
T002424,2025-12-26T11:36:00,email,CU01004,en,Request,How to use this product and is it safe for sensitive skin?,serum,high
T002425,2025-12-13T06:12:00,email,CU01127,ar,Question,I want to refund my last order.,foundation,normal
T002426,2025-11-06T23:41:00,email,CU00590,en,Request,I want to refund my last order.,perfume,high
T002427,2025-11-10T04:44:00,webform,CU00971,ar,Order problem,I want to refund my last order.,serum,normal
T002428,2025-11-11T16:19:00,webform,CU00444,en,Complaint,I want to refund my last order.,perfume,high
T002429,2025-12-14T00:58:00,webform,CU00106,en,Complaint,Order delayed and I need update.,lipstick,low
T002430,2025-11-11T22:46:00,webform,CU00541,ar,Order problem,Promo code not working.,lipstick,normal
T002431,2025-12-30T09:42:00,whatsapp,CU00987,en,Need help,"I received damaged product, what can I do?",shampoo,high
T002432,2025-12-05T05:01:00,call_center,CU00641,ar,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,normal
T002433,2025-11-17T03:24:00,email,CU00926,en,Complaint,Order delayed and I need update.,shampoo,low
T002434,2025-11-29T16:14:00,webform,CU00760,ar,Complaint,"I received damaged product, what can I do?",shampoo,high
T002435,2025-11-30T09:19:00,webform,CU01074,ar,Request,Promo code not working.,shampoo,low
T002436,2025-11-05T13:26:00,call_center,CU01157,ar,Order problem,I want to refund my last order.,serum,low
T002437,2025-11-08T02:30:00,webform,CU00958,en,Request,Promo code not working.,shampoo,normal
T002438,2025-11-23T00:55:00,webform,CU00542,en,Request,"I received damaged product, what can I do?",foundation,normal
T002439,2025-11-07T14:53:00,whatsapp,CU00039,en,Question,"I received damaged product, what can I do?",serum,normal
T002440,2025-12-24T12:13:00,email,CU00312,en,Complaint,Order delayed and I need update.,gift_box,high
T002441,2025-11-11T18:49:00,webform,CU00523,ar,Order problem,Order delayed and I need update.,gift_box,high
T002442,2025-12-15T15:43:00,whatsapp,CU00664,ar,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,low
T002443,2025-12-14T19:05:00,whatsapp,CU00335,en,Request,I want to refund my last order.,foundation,normal
T002444,2025-12-12T08:57:00,whatsapp,CU00082,ar,Order problem,Promo code not working.,foundation,normal
T002445,2025-11-23T15:39:00,call_center,CU01189,ar,Request,I want to refund my last order.,serum,low
T002446,2025-12-17T20:13:00,webform,CU00663,ar,Question,Promo code not working.,lipstick,high
T002447,2025-11-09T13:13:00,webform,CU00596,ar,Request,I want to refund my last order.,foundation,normal
T002448,2025-12-18T00:38:00,email,CU01154,en,Question,"I received damaged product, what can I do?",foundation,low
T002449,2025-12-17T10:48:00,whatsapp,CU00406,en,Complaint,"I received damaged product, what can I do?",gift_box,low
T002450,2025-12-20T13:27:00,webform,CU00126,ar,Question,I want to refund my last order.,shampoo,high
T002451,2025-12-28T02:30:00,email,CU00694,ar,Need help,How to use this product and is it safe for sensitive skin?,shampoo,high
T002452,2025-12-12T16:16:00,email,CU00746,ar,Order problem,"I received damaged product, what can I do?",foundation,high
T002453,2025-12-21T08:30:00,whatsapp,CU00886,en,Request,How to use this product and is it safe for sensitive skin?,shampoo,high
T002454,2025-12-28T00:28:00,webform,CU00670,ar,Request,"I received damaged product, what can I do?",shampoo,low
T002455,2025-12-27T05:11:00,call_center,CU00690,ar,Request,Order delayed and I need update.,gift_box,low
T002456,2025-11-17T23:18:00,webform,CU00663,ar,Question,Order delayed and I need update.,perfume,low
T002457,2025-12-23T20:59:00,email,CU00577,en,Need help,I want to refund my last order.,shampoo,high
T002458,2025-12-30T01:54:00,webform,CU00186,en,Complaint,Promo code not working.,gift_box,high
T002459,2025-12-22T23:34:00,whatsapp,CU01120,en,Complaint,Order delayed and I need update.,lipstick,low
T002460,2025-12-15T10:24:00,webform,CU00839,en,Complaint,"I received damaged product, what can I do?",gift_box,low
T002461,2025-12-30T05:13:00,email,CU01045,en,Complaint,"I received damaged product, what can I do?",lipstick,high
T002462,2025-11-15T09:28:00,whatsapp,CU00364,ar,Request,Order delayed and I need update.,shampoo,high
T002463,2025-12-02T21:24:00,call_center,CU00018,en,Complaint,Order delayed and I need update.,lipstick,low
T002464,2025-11-02T07:52:00,whatsapp,CU01095,en,Complaint,Promo code not working.,shampoo,high
T002465,2025-11-12T07:02:00,call_center,CU00759,ar,Order problem,Order delayed and I need update.,gift_box,high
T002466,2025-12-16T02:48:00,email,CU00936,en,Need help,I want to refund my last order.,serum,normal
T002467,2025-11-03T19:49:00,email,CU00053,ar,Complaint,Promo code not working.,perfume,low
T002468,2025-11-05T23:26:00,whatsapp,CU00307,ar,Need help,Order delayed and I need update.,foundation,high
T002469,2025-12-16T22:03:00,email,CU00237,ar,Question,"I received damaged product, what can I do?",perfume,low
T002470,2025-12-19T21:59:00,whatsapp,CU00117,en,Order problem,Order delayed and I need update.,shampoo,high
T002471,2025-12-08T05:53:00,email,CU00041,en,Need help,I want to refund my last order.,shampoo,low
